,Name,City,Country,Arena,Capactity,Logo URL,Division,City,State,,,,,,,,,,,,,,,,,,,,,,
players,Michael,Porter JR,SF,22,208,218,7,68,1,1.3,0.82,3.9,0.55,2.4,0.39,1.2,64,3.5,63,1,64,72,0.6,0.6,70,R,,,,,

players,Jerami,Grant,PF,25,203,210,7,70,1,2.8,0.73,5,0.52,3,0.37,1,62,3,53,1,64,63,0.8,1,69,,,,,,

players,Mason,Plumlee,C,29,211,254,7,67,1.7,3,0.56,5,0.60,0.10,0.10,2,37,4,24,2.3,65,62,0.7,1,60,,,,,,

players,Monte,Morris,PG,23,192.5,192,7,63,0.8,2.3,0.80,5.4,0.54,2.4,0.40,0.4,40,2.2,65,2.7,65,65,1,0.3,80,PT,,,,,

players,Troy,Daniels,SG,28,193,205,7,58,1,0.9,0.80,1.7,0.40,4.2,0.40,0.4,34,1.8,58,1.2,62,65,0.5,0.2,70,,,,,,

players,Keita,Bates-Diop,SF,24,203,229,7,70,0.5,1.6,0.72,3,0.50,2.3,0.32,0.5,53,2.7,69,1,70,65,0.5,0.5,72,,,,,,

players,Torrey,Craig,SG,29,201,221,7,68,0.6,1,0.68,2,0.46,2.2,0.32,1,36,2.5,70,1,69,74,0.5,0.5,64,,,,,,

players,Noah,Vonleh,PF,24,208,257,7,62,1,1.2,0.75,3,0.66,0.8,0.24,1.6,20,3.4,50,1,68,64,0.4,0.4,59,,,,,,

players,Vlatko,Cancar,SF,22,203,236,7,60,0.2,0.8,0.84,1.8,0.44,1.5,0.37,0.5,58,1.9,91,0.6,80,72,0.2,0.2,72,R,,,,,

players,PJ,Dozier,PG,23,198,205,7,57,0.5,0.6,0.68,3.5,0.46,1.8,0.30,0.6,34,1.6,70,1.7,74,69,0.4,0.4,71,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

players,Christian,Wood,C,24,208,214,8,70,1,3.3,0.75,5,0.58,2,0.37,1.4,42,4,44,1,83,69,0.5,1,76,PT,,,,,

players,Blake,Griffin,PF,30,206,250,8,72,2.3,6.2,0.75,11,0.52,4.1,0.30,1.7,84,5.5,77,4,84,76,0.7,0.8,84,SP,,,,,

players,Sviatoslav,Mikhailiyuk,SF,22,201,205,8,63,1,1,0.83,2,0.47,4.2,0.40,0.4,36,1.2,58,1.5,70,68,0.6,0.2,70,,,,,,

players,Luke,Kennard,SG,23,196,206,8,62,1.4,2,0.88,5,0.50,5.2,0.40,0.3,42,3,54,3.4,93,77,0.5,0.3,73,,,,,,

players,Derrick,Rose,PG,31,188,200,8,68,2.6,3.5,0.85,13,0.57,3,0.30,1,78,2.3,74,5.6,78,68,1,0.5,84,PT,,,,,

players,Khyri,Thomas,SG,21,190,210,8,67,0.4,1,0.67,1.6,0.34,1.2,0.33,0.1,21,0.8,64,1.7,70,70,0.4,0.4,67,,,,,,

players,Sekou,Dombouya,SF,19,203,230,8,62,1.4,1.4,0.74,4.2,0.48,3,0.33,0.8,43,2.6,60,0.6,75,70,0.7,0.4,72,R,,,,,

players,Tony,Snell,SF,28,198,213,8,68,0.7,0.8,0.91,2.2,0.50,4,0.39,0.4,60,2,74,0.7,75,62,0.6,0.3,85,,,,,,

players,Langston,Galloway,SG,28,186,200,8,57,0.6,1.3,0.84,3.8,0.46,4.5,0.39,0.5,48,2,56,1.8,67,64,0.8,0.3,69,,,,,,

players,Thon,Maker,PF,23,213,221,8,60,0.7,1.6,0.68,2.4,0.54,1.4,0.33,1,35,2,54,0.8,44,69,0.4,0.7,70,PT,,,,,

players,Bruce,Brown,PG,23,193,202,8,67,1.3,1.8,0.74,6,0.53,1.7,0.32,1,30,3.2,70,2.6,57,69,1,0.5,71,,,,,,

players,Brandon,Knight,SG,28,188,182,8,65,2.6,2.6,0.78,8.6,0.45,5.1,0.37,0.6,61,2,70,3.4,75,67,0.7,0.3,79,,,,,,

players,Donta,Hall,PF,22,206,229,8,61,1.3,2,0.81,3.7,0.47,0.20,0.20,1.3,16,4.4,36,1.1,65,65,0.6,0.6,59,R,,,,,

players,John,Henson,C,29,206,219,8,72,1.2,1.3,0.78,5,0.64,0.20,0.20,2,49,3.4,30,1,70,65,0.5,1.4,63,PT,,,,,

players,Jordan,McRae,SG,29,196,179,8,57,1,2.3,0.77,6,0.51,3,0.38,0.4,28,3,62,2.5,62,68,0.5,0.4,70,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

players,Marquese,Chriss,C,23,206,240,9,67,1.3,2.3,0.77,5.2,0.62,1,0.30,1.2,53,4,69,1.2,60,73,0.7,0.8,74,,,,,,

players,Draymond,Green,PF,29,198,230,9,86,2.2,2.2,0.71,4.7,0.55,3,0.33,1.1,76,6,60,5,78,70,1.4,1.1,81,PT,,,,,

players,Andrew,Wiggins,SF,25,201,197,9,65,2.1,5.4,0.74,13,0.52,3.8,0.34,1.3,68,3.3,90,2.3,59,67,1,0.6,86,SP,,,,,

players,Klay,Thompson,SG,30,198,215,9,78,1.7,2.2,0.83,13,0.50,7.5,0.42,0.4,70,2.3,64,2.3,72,66,0.9,0.5,90,HH,,,,,

players,Stephen,Curry,PG,31,190,190,9,71,3.1,4,0.91,8.9,0.52,8.2,0.44,0.7,94,3.8,81,6.6,80,68,1.7,0.2,92,HH,,,,,

players,Eric,Paschall,SF,23,198,255,9,65,1.6,2.5,0.79,8.3,0.51,1.7,0.30,1.4,48,3.3,46,1.7,65,62,0.6,0.3,71,R,,,,,

players,Kevon,Looney,PF,24,206,222,9,65,0.7,1,0.64,3,0.66,0.4,0.20,1.4,28,2.3,41,1.2,70,59,0.5,0.8,61,,,,,,

players,Damion,Lee,SG,27,196,210,9,62,1,2.2,0.86,4.4,0.50,3.5,0.35,0.6,30,3.2,64,2,71,71,1,0.2,67,,,,,,

players,Ky,Bowman,PG,22,185,187,9,59,1.5,1,0.83,4.7,0.50,2.4,0.32,0.6,27,2.1,62,2.8,74,68,1,0.20,71,R,,,,,

players,Jordan,Poole,SG,20,193,194,9,64,1.2,2,0.82,4.1,0.38,4.8,0.28,0.2,29,2,64,2.1,71,69,0.6,0.2,67,R,,,,,

players,Alen,Smailagic,C,19,208,215,9,62,0.8,1.4,0.84,2,0.60,1,0.25,1,25,1,40,1,91,54,0.2,0.3,64,R,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

players,PJ,Tucker,PF,34,196,245,10,78,1,1.3,0.77,2.6,0.49,3.4,0.37,1.6,66,4.7,67,1.5,67,68,1.2,0.3,76,,,,,,

players,Robert,Covington,SF,29,201,209,10,80,1.7,2.2,0.80,3.9,0.46,6.6,0.36,1,66,5,67,1.5,72,71,1.7,1,76,,,,,,

players,Danuel,House JR,SF,26,198,220,10,72,0.8,1.6,0.80,2.8,0.52,5,0.38,1.1,24,3.3,64,1.2,69,67,0.7,0.4,62,,,,,,

players,James,Harden,SG,30,196,220,10,69,4,9.4,0.86,10,0.53,10,0.36,0.8,99,4.7,86,6.8,64,66,1.6,0.5,96,HH,,,,,

players,Russell,Westbrook,PG,31,191,220,10,79,4,6.7,0.79,17.3,0.54,3.8,0.30,1.7,100,5.7,100,8.4,62,65,1.8,0.3,92,HH,,,,,

players,Jeff,Green,SF,33,203,235,10,70,2.2,2.6,0.79,5.3,0.44,3.3,0.33,0.8,62,2.8,64,1.4,65,66,0.7,0.5,67,,,,,,

players,DeMarre,Carroll,SF,33,198,215,10,70,0.9,2,0.74,4.1,0.50,3.2,0.36,1,47,4.3,60,1.3,85,75,0.9,0.3,72,,,,,,

players,Ben,McLemore,SF,27,190,195,10,61,1,1.2,0.78,2.6,0.49,5.1,0.38,0.4,42,2,66,1,80,70,0.7,0.3,70,,,,,,

players,Eric,Gordon,SG,31,190,215,10,68,2,3.5,0.77,7,0.47,5.5,0.35,0.3,69,2,74,2.2,80,63,0.8,0.4,84,EX,,,,,

players,Austin,Rivers,PG,27,190,200,10,73,1.1,1.7,0.67,3.7,0.50,3.6,0.35,0.3,41,1.9,57,2,80,63,0.7,0.2,83,PT,,,,,

players,Bruno,Caboclo,SF,24,206,218,10,61,0.6,0.6,0.84,2,0.60,1.5,0.24,1,25,2,53,0.8,70,65,0.4,0.6,68,,,,,,

players,Chris,Clemmons,PG,22,175,180,10,60,0.4,0.5,0.86,1.3,0.46,3.3,0.36,0.1,18,1,50,1.2,80,64,0.2,0.2,83,R,,,,,

players,Tyson,Chandler,C,37,213,235,10,77,1.4,3.2,0.64,5.1,0.60,0,0,3,52,6,42,0.8,75,63,0.5,1.2,68,,,,,,

players,Michael,Frazier,PG,25,190,200,10,54,0.5,0.8,0.67,0.6,0.48,1,0.25,0.1,18,0.3,66,0.1,80,69,0.3,0,83,R,,,,,

players,Thabo,Sefolosha,SF,35,198,215,10,75,1,1,0.73,3.2,0.55,1.7,0.35,0.7,58,3.7,69,1.4,70,65,1.1,0.4,72,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

players,Myles,Turner,C,23,211,250,11,77,1.3,3,0.77,5.1,0.61,2.7,0.34,1.4,46,5.3,44,1.2,83,68,0.7,2.1,76,PT,,,,,

players,Domantas,Sabonis,PF,24,211,240,11,65,2,4,0.73,11,0.68,1,0.27,2,52,8,55,3,70,70,0.6,0.4,75,,,,,,

players,TJ,Warren,SF,26,203,220,11,72,1,2.8,0.78,11,0.57,2.5,0.35,1.4,55,2.8,67,1.2,72,67,1,0.5,76,,,,,,

players,Victor,Oladipo,SG,27,193,213,11,78,2.6,3.8,0.80,10.1,0.54,4.4,0.35,0.7,71,4,80,4,75,70,1.7,0.5,87,,,,,,

players,Malcolm,Brogdon,PG,27,196,229,11,65,1.6,2.7,0.89,7.8,0.56,3.8,0.35,0.8,54,3,76,5.7,74,64,1,0.3,72,PT,,,,,

players,Jeremy,Lamb,SG,26,196,180,11,65,1,2.1,0.84,6.4,0.55,3.2,0.34,0.5,49,3.5,70,1.8,65,68,1,0.5,70,,,,,,

players,Justin,Holiday,SF,30,198,180,11,70,0.9,1.2,0.80,2.7,0.42,4.2,0.39,0.4,30,2.6,75,1.5,75,57,1,0.5,77,,,,,,

players,Aaron,Holiday,PG,23,183,185,11,64,1.2,1.5,0.86,4.6,0.43,3.3,0.39,0.4,36,1.7,56,3,80,68,0.7,0.3,66,,,,,,

players,TJ,Leaf,PF,22,208,222,11,61,1.2,3.5,0.62,2.7,0.51,1.2,0.35,1,38,1.6,40,0.5,60,73,0.4,0.4,64,,,,,,

players,Goga,Bitadze,C,20,211,250,11,62,0.5,3.2,0.71,2.6,0.47,1,0.22,0.8,42,1.8,42,0.7,83,71,0.3,1,76,R,,,,,

players,TJ,McConnell,PG,26,185,190,11,65,1.4,0.7,0.80,5.3,0.48,0.7,0.32,0.5,47,2.4,56,4.9,80,68,1.2,0.3,68,,,,,,

players,Doug,McDermott,SF,28,201,225,11,60,0.6,1,0.82,3.7,0.53,4.3,0.42,0.6,44,2.3,70,1,63,68,0.3,0.3,81,,,,,,

players,Edmond,Sumner,SG,24,193,196,11,62,0.8,0.8,0.65,2.4,0.56,1.3,0.29,1,22,1.4,72,0.6,49,63,0.8,0.5,65,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

players,Ivica,Zubac,C,22,213,240,12,60,1,1.9,0.75,5.6,0.57,0.7,0.20,2,53,3.8,37,1,60,53,0.4,1,64,,,,,,

players,Marcus,Morris,PF,30,203,218,12,65,1.4,3.5,0.79,7.5,0.46,5,0.41,1.1,69,4,57,1.5,65,68,0.8,0.4,72,,,,,,

players,Kawhi,Leonard,SF,28,201,225,12,90,2.2,5.6,0.87,12.1,0.56,4.7,0.37,1.1,94,5.8,84,4,80,73,1.8,0.7,83,HH,,,,,

players,Paul,George,SG,29,203,220,12,87,2.7,4.5,0.87,9,0.48,7.2,0.39,0.7,92,5.5,92,3.6,75,69,1.5,0.5,87,SP,,,,,.

players,Patrick,Beverley,PG,31,185,180,12,81,1.3,1.1,0.72,3.2,0.50,4.3,0.38,1.3,50,3.8,75,3.7,78,67,1.2,0.6,80,,,,,,

players,Lou,Williams,PG,33,185,175,12,62,2.3,5,0.85,8.6,0.47,4.5,0.35,0.5,67,2.2,72,4.6,73,61,0.8,0.2,83,,,,,,

players,Montrezl,Harrell,C,26,201,240,12,75,1.5,4.6,0.64,10.5,0.72,0.4,0.15,2.2,58,3.8,63,1.5,65,65,0.7,1,80,,,,,,

players,Landry,Shamet,SG,22,193,190,12,60,0.7,1.3,0.87,1.9,0.45,5.6,0.41,0.2,40,1.8,52,1.8,95,79,0.5,0.2,74,,,,,,

players,Jamychal,Green,PF,29,203,227,12,64,1,1.2,0.75,3,0.46,3,0.36,1.6,30,4.6,50,0.8,65,64,0.6,0.4,71,,,,,,

players,Rodney,McGruder,SG,28,193,205,12,68,0.6,0.8,0.60,1.7,0.47,2.2,0.31,0.7,33,2.2,64,1.2,64,56,0.5,0.2,68,,,,,,

players,Patrick,Patterson,PF,30,203,235,12,72,0.9,0.8,0.77,2.2,0.42,2.6,0.37,0.9,48,2.3,54,0.8,70,60,0.3,0.4,88,,,,,,

players,Mfiondu,Kabengele,PF,22,206,250,12,67,1.2,3,0.78,4.1,0.45,3.2,0.34,0.8,18,3.3,36,0.8,65,65,0.5,0.8,68,R,,,,,

players,Reggie,Jackson,PG,29,191,208,12,65,1.7,2,0.92,5.1,0.51,3.9,0.37,0.8,42,2.6,74,4.4,70,65,0.6,0.2,80,,,,,,

players,Joakim,Noah,C,35,211,230,12,70,2.1,3.1,0.70,3.7,0.48,0.10,0.10,1.8,54,4.9,56,2.1,75,60,0.7,1.5,67,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

players,JaVale,McGee,C,32,213,270,13,72,1,1.5,0.62,5.2,0.70,0.15,0.15,2,50,3.7,30,0.5,80,56,0.5,1.5,67,,,,,,

players,Anthony,Davis,PF,26,208,253,13,85,2.2,7.7,0.82,15.2,0.68,2.4,0.32,2.4,90,7.5,62,2.7,80,74,1.5,2.5,90,HH,,,,,

players,Lebron,James,SF,35,206,250,13,80,3.7,6.7,0.72,14.3,0.61,5.3,0.34,1.1,100,6.4,91,9,98,71,1.4,0.7,100,HF,,,,,

players,Avery,Bradley,SG,29,190,180,13,76,1.2,1.1,0.79,5.4,0.54,3.4,0.36,0.5,64,2.1,72,1.5,90,63,0.9,0.3,88,,,,,,

players,Rajon,Rondo,PG,34,185,180,13,75,2.3,1.5,0.65,6.1,0.51,2,0.32,0.8,70,3.2,71,6.8,85,70,1.3,0.1,69,CG,,,,,

players,Kyle,Kuzma,PF,24,203,221,13,67,1.7,2.6,0.73,7.4,0.55,5,0.32,1,56,4,62,1.7,68,64,0.5,0.4,72,,,,,,

players,Danny,Green,SG,32,198,215,13,72,1,0.9,0.79,2.4,0.44,5,0.39,0.7,63,2.8,73,1.5,65,68,1.1,0.7,74,,,,,,

players,Dwight,Howard,C,34,208,265,13,72,2,5.6,0.53,7.3,0.72,0.10,0.34,3,68,7,58,1,98,65,0.6,1.5,75,,,,,,

players,Quinn,Cook,PG,26,185,180,13,62,2,1.6,0.72,3.3,0.51,2.1,0.40,0.4,39,2,61,1.6,65,85,1,0.2,67,,,,,,

players,Markieff,Morris,PF,30,203,245,13,64,1.6,2.3,0.78,7.5,0.54,2.4,0.35,1.3,60,4.8,60,1.5,72,61,1,0.6,70,,,,,,

players,Alex,Caruso,PG,24,196,186,13,67,1.9,2.1,0.77,2.8,0.49,1.8,0.36,0.6,63,2.3,80,2.1,70,74,1.1,0.4,78,CG,,,,,

players,Jared,Dudley,SF,34,198,237,13,64,1,1.4,0.73,3.3,0.52,2.5,0.43,1,49,2.7,57,1.8,70,65,1.8,0.3,72,,,,,,

players,Dion,Waiters,SG,28,191,215,13,65,1.8,2.7,0.72,5.2,0.41,4.2,0.35,0.6,55,2.5,62,2.8,68,65,1.2,0.5,68,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

players,Jonas,Valanciunas,C,26,211,265,14,70,1.6,3.1,0.78,8.3,0.54,0.9,0.36,2.8,65,7,31,1.3,70,70,0.4,1,67,HH,,,,,

players,Jaren,Jackson JR,PF,20,211,242,14,76,1.7,3.2,0.75,7.2,0.56,4.3,0.39,1.1,73,3.6,57,1.3,75,72,0.8,1.5,85,,,,,,

players,Justise,Winslow,SF,23,198,222,14,72,1.5,1.8,0.65,7.3,0.49,2.3,0.33,1.2,66,4.7,68,3.3,71,70,0.9,0.4,72,,,,,,

players,Dillon,Brooks,SG,24,201,225,14,60,1.5,2.4,0.80,6.9,0.49,4.7,0.37,0.8,40,2.4,65,1.8,60,63,1.8,0.4,75,,,,,,

players,Ja,Morant,PG,20,190,174,14,75,3.2,4.7,0.78,10,0.59,2.5,0.36,0.7,69,2.8,80,7,72,75,0.9,0.2,92,R,,,,,

players,Brandon,Clarke,SF,23,203,215,14,75,1.2,2.2,0.79,7.3,0.57,1.2,0.38,1.7,47,4.5,57,1.6,84,68,0.6,1,74,R,,,,,

players,DeAnthony,Melton,SG,25,188,200,14,72,1.5,1.5,0.81,3.9,0.52,2,0.30,0.7,39,2.8,62,3.4,76,64,1.4,0.4,71,,,,,,

players,Tyus,Jones,PG,22,183,196,14,61,0.8,0.9,0.76,4.6,0.53,1.7,0.36,0.2,41,1.4,62,3.9,82,65,1,0.1,67,,,,,,

players,Kyle,Anderson,SF,26,206,230,14,62,0.9,1.2,0.67,3.8,0.58,0.8,0.26,0.8,37,3.4,45,2.1,75,68,1,0.5,63,,,,,,

players,Gorgui,Dieng,C,30,208,252,14,70,1.1,1.6,0.78,5.6,0.64,1.7,0.34,1.6,42,4.3,50,1.1,57,67,1.1,1.1,90,,,,,,

players,Josh,Jackson,SG,23,203,207,14,67,2,2.7,0.71,8.2,0.60,2.8,0.30,1,41,3.2,65,1.6,54,63,1,0.6,74,,,,,,

players,Grayson,Allen,SG,24,193,198,14,61,0.8,1.3,0.81,2.6,0.50,2.9,0.35,0.3,37,1.6,59,1.2,63,67,0.3,0.3,71,,,,,,

players,Anthony,Tolliver,PF,34,201,240,14,60,1.2,1.7,0.77,2.6,0.42,3.8,0.37,1.2,41,3.1,55,1.6,64,62,0.6,0.4,67,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

players,Meyers,Leonard,C,28,213,260,15,60,0.7,0.7,0.73,2.6,0.56,2.1,0.40,0.7,47,3.8,38,1,65,69,0.3,0.5,62,,,,,,

players,Bam,Adebayo,C,22,206,255,15,78,2.2,4.3,0.70,8.7,0.64,0.2,0.20,2.3,58,6.8,58,4,74,71,1,1.1,73,,,,,,

players,Duncan,Robinson,SF,25,201,215,15,60,0.8,1.1,0.89,1.4,0.48,6.4,0.45,0.2,40,2.8,65,1.3,70,64,0.5,0.2,75,,,,,,

players,Jimmy,Butler,SG,30,201,230,15,80,1.9,7.6,0.83,10.3,0.57,2.4,0.28,1.7,82,4,80,4.9,80,70,1.6,0.5,90,,,,,,

players,Kendrick,Nunn,PG,24,188,190,15,72,1.6,1.6,0.84,8.1,0.55,5.7,0.36,0.3,47,2.7,64,3.5,70,68,1,0.2,79,R,,,,,

players,Goran,Dragic,PG,33,191,190,15,67,2.3,3.7,0.76,9.1,0.56,4.5,0.37,0.5,62,2.4,60,4.9,70,62,0.8,0.2,78,CG,,,,,

players,Tyler,Herro,SG,20,196,195,15,70,1.6,1.8,0.84,6,0.43,5.5,0.40,0.3,52,4,64,2,76,72,0.6,0.2,76,R,,,,,

players,Andre,Iguodala,SG,36,198,215,15,73,1.6,2,0.70,5.4,0.56,2.3,0.34,1,70,3.5,65,3.7,70,62,1.2,0.5,80,PT,,,,,

players,Jae,Crowder,PF,29,198,235,15,69,1.1,2,0.78,3.5,0.49,5.2,0.39,0.8,53,5.1,62,2.1,67,66,1,0.3,75,,,,,,

players,Derrick,Jones JR,SF,23,198,210,15,63,0.9,2,0.75,4.7,0.59,1.9,0.28,1.2,52,2.6,85,0.8,65,70,0.9,0.6,77,,,,,,

players,Kelly,Olynyk,PF,28,211,240,15,64,1.2,1.6,0.80,3.4,0.52,3.1,0.40,0.9,38,3.8,43,1.7,75,68,0.7,0.4,73,IH,,,,,

players,Chris,Silva,PF,23,203,234,15,67,2.4,1.6,0.70,2.3,0.62,0.10,0.10,1.6,20,2,47,0.6,75,64,0.3,0.7,58,R,,,,,

players,Solomon,Hill,SF,28,198,226,15,59,0.9,1.3,0.80,2.7,0.45,2.4,0.34,0.7,49,2.6,60,1.6,60,62,0.7,0.2,73,,,,,,

players,Udonis,Haslem,PF,39,203,235,15,64,0.9,2,0.79,6.2,0.48,0.10,0.10,2,30,4.8,39,0.9,70,55,0.5,0.3,56,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

players,Brook,Lopez,C,31,213,282,16,69,1.4,3,0.81,8.9,0.62,3.3,0.31,1.4,64,4,42,1.5,65,68,0.6,2.1,76,,,,,,

players,Giannis,Antetokounmpo,PF,25,211,242,16,86,3.3,8.3,0.68,13.3,0.71,3.4,0.30,2,98,9.4,91,5.2,74,81,1.1,1.2,98,HH,,,,,

players,Khris,Middleton,SF,28,201,222,16,71,2,3.3,0.89,9.1,0.51,4.9,0.42,0.7,62,4.7,70,3.7,67,67,1.1,0.2,75,,,,,,

players,George,Hill,PG,33,190,188,16,68,1.1,2.1,0.82,4.4,0.52,3.1,0.43,0.7,70,2.3,78,3,70,69,1,0.3,84,,,,,,

players,Pat,Connaughton,SF,27,196,209,16,62,1.5,1.2,0.73,2.3,0.54,2.2,0.34,0.7,36,2.7,70,1.4,63,67,0.3,0.3,68,,,,,,

players,Ersan,Ilyasova,PF,32,206,235,16,63,0.8,1.7,0.80,5.4,0.53,2.6,0.37,1.4,43,4,57,1.1,65,65,0.6,0.4,65,IH,,,,,

players,Kyle,Korver,SG,38,201,212,16,60,1,1,0.86,2.3,0.46,4.3,0.49,0.3,60,2.3,62,1.3,70,59,0.6,0.3,79,,,,,,

players,Marvin,Williams,PF,33,203,237,16,61,0.8,1.8,0.83,4.4,0.48,2.8,0.42,0.8,50,3.1,61,1.2,80,62,0.7,0.5,82,,,,,,

players,Sterling,Brown,SG,25,196,219,16,63,0.8,0.8,0.77,2.7,0.50,2.3,0.33,0.6,38,2.9,54,1,66,70,0.5,0.2,73,,,,,,

players,DJ,Wilson,PF,24,208,231,16,55,0.5,0.8,0.63,2.2,0.49,1.8,0.33,0.6,24,2.4,43,0.8,72,62,0.2,0.3,66,,,,,,

players,Donte,DiVincenzo,SG,23,193,203,16,63,2,1.4,0.78,3.5,0.56,3.3,0.33,1,48,3.5,64,2.2,80,68,1.3,0.3,73,,,,,,

players,Eric,Bledsoe,PG,30,185,214,16,78,2.5,3.6,0.81,8.1,0.56,3.4,0.34,0.8,68,3.6,79,5.1,75,69,1.3,0.5,80,HH,,,,,

players,Robin,Lopez,C,31,213,281,16,69,1,1.4,0.64,4.5,0.57,1.6,0.33,1.6,55,2.6,48,0.8,70,64,0.2,1,70,,,,,,

players,Wesley,Matthews,SG,33,193,220,16,72,1,1.8,0.79,6.3,0.46,4.9,0.38,0.5,65,2.1,70,1.8,80,62,0.8,0.2,84,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

players,Karl-Anthony,Towns,C,23,211,248,17,71,2.8,5.6,0.80,9.9,0.62,5.6,0.41,3,75,8.3,58,3.6,62,73,0.9,1.3,88,HH,,,,,

players,Juan,Hernangomez,PF,24,206,214,17,65,0.9,1.8,0.70,8.8,0.49,3.3,0.38,1.4,37,3.5,40,1,86,73,0.9,0.3,70,,,,,,

players,Josh,Okogie,SF,21,193,213,17,70,1.2,2.8,0.77,4,0.52,2.6,0.28,1.2,43,2.8,61,1.5,72,67,1.2,0.5,76,,,,,,

players,Jarrett,Culver,SG,21,198,195,17,63,1.3,2.3,0.78,5.5,0.49,3.6,0.32,1.1,35,2.4,69,2.1,70,79,0.8,0.3,80,R,,,,,

